saving abel	40605	189	126	0 0 0 29 106 72 69	0 6 133 11 0 0 163 22
e-sex-t	40578	148	48	0 0 0 0 2 97 75	0 1 206 1 1 1 3 0
tarkio	40570	107	52	0 0 0 2 18 68 53	1 1 24 2 0 0 141 3
dear nora	40567	67	36	0 0 0 1 6 31 70	0 3 41 3 0 1 84 2
latex diamond	40565	14	0	0 0 0 0 0 2 11	0 0 14 0 0 0 0 0
ocean	40551	104	51	0 0 0 0 10 73 59	0 2 156 2 0 0 5 0
krieg	40548	152	30	0 0 0 4 30 67 56	2 9 128 5 0 6 33 12
dj mitsu the beats	40533	202	39	0 0 0 0 97 46 42	2 66 144 3 0 0 49 10
boney james	40526	304	60	0 3 56 46 36 52 71	5 27 201 4 2 6 144 24
immanu el	40525	140	51	0 0 0 2 47 81 44	1 31 147 6 0 0 25 5
omara portuondo	40518	280	122	1 2 6 81 75 57 77	3 14 287 6 1 20 66 58
battery	40517	127	21	0 0 0 0 33 51 56	1 4 106 1 0 0 42 10
ksmb	40506	126	32	0 0 1 6 17 53 64	0 0 176 0 0 0 0 1
beanfield	40502	389	107	0 2 4 9 137 129 89	1 21 407 9 3 18 87 22
tift merritt	40500	175	45	0 1 9 16 31 45 59	3 10 106 7 1 3 120 3
clogs	40482	186	52	0 0 1 6 63 89 65	4 3 158 9 0 19 75 9
maeror tri	40477	127	17	0 0 1 5 27 22 68	1 5 134 3 0 1 18 1
boz scaggs	40469	290	48	0 4 43 34 56 51 62	0 57 138 19 1 3 159 20
christophe willem	40467	191	73	0 0 15 50 56 54 62	2 8 245 3 0 1 22 10
the unlovables	40449	90	43	0 0 0 0 20 44 56	1 1 33 1 3 1 101 3
fejd	40444	162	75	0 0 2 25 48 79 57	2 1 209 3 0 3 20 18
necrophagia	40438	128	22	0 0 0 1 18 76 42	2 4 137 2 0 1 14 4
lords of the underground	40418	242	30	0 0 0 3 35 104 86	4 6 251 5 0 1 25 5
transatlantic	40412	303	21	0 1 37 59 75 39 57	0 11 224 6 0 15 49 40
harlej	40402	97	15	0 0 0 1 7 21 54	0 0 119 0 0 0 0 0
coalition	40401	114	27	0 0 0 0 3 58 63	1 2 142 0 0 1 1 0
sinaloa	40396	149	21	0 0 0 5 35 47 72	1 2 82 14 0 0 75 8
1905	40387	138	40	0 0 1 1 12 86 63	0 4 105 7 0 1 72 7
stephen kellogg and the sixers	40380	15	28	0 0 0 0 0 6 34	0 1 4 0 0 0 41 0
zaunpfahl	40376	103	23	0 0 0 4 8 44 58	1 0 123 2 1 1 2 2
bombshell rocks	40373	128	23	0 0 0 2 17 64 45	1 4 124 3 0 1 18 15
tony gatlif	40367	168	138	0 0 0 3 22 185 63	4 7 168 5 1 141 14 12
amy millan	40360	140	140	0 0 3 49 110 25 42	2 10 93 10 1 2 173 8
jehro	40360	195	86	0 0 3 48 28 93 61	7 9 242 6 0 5 30 17
karamelo santo	40349	183	59	0 1 2 23 61 52 63	4 2 146 0 1 1 19 98
counterstrike	40345	336	45	0 0 0 2 34 131 171	2 1 372 3 0 0 25 3
hagalaz runedance	40344	83	56	0 0 0 0 28 35 58	0 2 132 2 0 3 3 6
colour revolt	40344	128	56	0 0 0 1 25 77 53	1 2 25 8 0 0 157 2
crionics	40343	140	23	0 0 1 2 7 57 75	1 5 147 1 0 3 12 2
linea 77	40332	227	72	0 0 0 2 89 103 86	2 2 294 2 1 0 2 12
banco del mutuo soccorso	40330	259	23	0 0 4 35 99 32 60	1 9 213 1 0 7 42 24
lata mangeshkar	40329	256	80	0 0 3 21 106 58 57	1 142 101 4 0 10 109 5
supersci	40328	139	43	0 0 0 0 2 88 64	0 2 180 2 0 0 6 1
paula deanda	40323	132	142	0 0 0 4 43 113 85	4 31 109 13 1 1 117 20
magica	40309	142	52	0 0 0 2 45 67 61	1 1 153 4 0 6 21 19
general surgery	40305	156	21	0 0 0 1 45 52 55	0 3 146 2 0 4 23 13
yasemin mori	40300	95	69	0 0 0 0 19 59 78	1 1 12 0 1 167 1 1
simon webbe	40292	196	112	0 0 2 62 100 43 59	8 21 250 5 1 10 23 15
belong	40287	182	28	0 0 0 5 98 42 42	1 7 111 10 0 2 105 2
reni jusis	40282	168	77	0 0 0 2 56 113 46	0 2 242 2 0 0 2 4
mankind is obsolete	40277	68	17	0 0 0 0 7 21 52	0 1 53 2 1 0 28 6
patrycja markowska	40259	115	187	0 0 2 5 57 110 102	1 1 305 1 4 0 2 1
shadowy men on a shadowy planet	40253	86	18	0 0 1 4 12 22 46	0 0 19 1 0 0 91 7
left for dead	40251	112	15	0 0 0 0 15 48 53	1 4 37 17 0 0 86 4
dj hype	40248	324	51	0 0 0 4 128 92 91	2 8 361 7 1 2 27 7
velvet cacoon	40241	150	25	0 0 0 1 38 47 66	3 6 117 3 0 0 60 7
tv-2	40236	155	31	0 1 2 9 42 40 63	0 1 202 1 0 0 2 0
blue system	40234	223	48	0 1 29 39 47 61 68	1 2 251 0 0 12 11 17
anne murray	40223	122	57	0 3 8 17 26 32 43	2 15 79 8 0 4 94 6
sonny j	40222	254	89	0 0 0 6 139 97 51	0 20 285 2 0 47 19 7
marc cohn	40217	192	65	0 2 21 14 39 56 69	1 5 173 5 1 1 87 1
kud idijoti	40202	75	29	0 0 0 2 8 30 56	2 1 102 0 1 0 1 1
the death set	40201	139	56	0 0 1 2 29 89 53	0 14 76 4 1 0 123 4
embee	40191	140	44	0 0 0 1 3 93 64	1 1 176 2 0 0 4 6
antenat	40177	47	46	0 0 0 0 3 18 64	1 1 93 1 2 0 0 0
el guincho	40170	257	70	0 0 2 58 91 86 54	1 11 174 16 0 1 149 27
tiefschwarz	40163	420	89	0 2 3 6 94 171 124	2 5 458 11 0 12 44 25
the kingston trio	40156	128	42	0 3 10 14 23 36 57	0 4 70 3 0 1 111 7
insite	40155	118	48	0 0 0 0 3 82 75	0 1 4 0 1 0 140 34
dizzy mizz lizzy	40151	174	51	0 0 1 6 75 55 64	1 21 215 2 0 0 2 3
butterfly boucher	40135	111	193	0 0 3 54 84 60 63	3 11 164 11 1 19 117 14
sotajumala	40135	161	17	0 0 0 3 26 54 64	0 0 181 1 0 0 5 0
downy	40115	71	22	0 0 0 0 7 19 64	0 46 46 3 0 1 13 3
dalriada	40104	133	31	0 0 0 1 41 34 73	0 4 139 1 0 2 20 7
hansen band	40083	117	86	0 0 0 2 68 62 46	1 1 212 1 0 0 0 0
forbidden	40079	254	26	0 0 0 5 96 72 65	2 4 217 6 0 11 25 28
skold	40065	67	24	0 0 0 2 9 26 48	1 0 70 2 0 1 25 5
ariane moffatt	40055	130	67	0 0 4 7 15 68 67	0 3 72 1 0 1 132 8
underneath the gun	40054	179	21	0 0 0 0 2 111 65	1 4 125 9 1 4 56 13
ann peebles	40034	217	71	0 2 16 32 54 50 78	1 14 243 8 0 3 59 8
mike stern	40024	364	30	0 13 61 90 32 44 72	2 38 273 1 1 22 62 45
peha	40012	188	42	0 0 2 3 65 67 49	0 2 237 0 0 1 1 0
get set go	40009	74	95	0 0 0 1 34 70 46	1 2 89 4 0 5 77 9
accessory	40005	171	49	0 0 2 19 34 67 59	0 3 164 4 1 1 42 15
the section quartet	40005	157	73	0 0 1 2 88 58 48	0 7 96 10 0 5 112 24
damon albarn	39998	74	46	0 0 0 2 11 20 66	1 7 93 0 0 5 13 15
letoya	39975	142	65	0 0 1 4 75 44 54	5 14 95 4 1 4 76 24
funkdoobiest	39972	224	34	0 0 1 2 111 39 67	1 5 240 4 0 1 26 6
dj kentaro	39972	259	33	0 0 1 4 93 74 66	3 40 233 9 1 3 36 5
dave rodgers	39967	144	25	0 0 0 0 36 61 57	0 27 89 9 0 0 46 18
coliseum	39960	191	18	0 0 0 1 68 74 49	1 1 94 4 0 0 132 2
gallhammer	39959	148	50	0 0 0 2 68 38 60	1 10 162 7 1 3 26 9
dr. feelgood	39958	210	24	0 3 10 27 28 43 62	0 43 201 3 0 0 7 14
vinnie moore	39954	197	19	0 0 1 10 69 44 59	5 20 114 5 0 27 39 31
shuggie otis	39952	313	63	0 0 4 61 99 62 60	3 19 235 13 2 7 143 22
govinda	39946	195	81	0 0 4 27 70 56 58	5 10 175 7 0 21 92 7
solid base	39941	169	36	0 0 0 0 68 57 64	0 5 207 1 0 0 9 4
rob crow	39934	122	19	0 0 0 1 21 40 57	1 11 43 4 0 0 91 8
alif tree	39927	262	96	0 0 1 16 93 107 61	0 4 322 1 1 11 51 15
dark new day	39925	176	49	0 0 0 2 87 68 53	1 4 145 5 2 4 61 20
cass mccombs	39921	163	55	0 0 1 1 32 81 64	0 3 100 7 0 1 125 7
phillip boa & the voodooclub	39921	138	32	0 0 0 4 16 55 65	2 2 175 1 0 0 7 0
popa chubby	39919	191	15	0 1 10 20 33 44 70	1 2 184 2 0 5 28 8
lividity	39911	169	22	0 0 1 3 52 64 55	1 5 147 6 1 6 21 12
erika	39907	109	39	0 0 0 2 10 35 79	0 27 76 5 0 0 27 26
shawn lee's ping pong orchestra	39907	208	24	0 0 3 18 58 56 62	2 2 153 9 0 5 70 16
johnny hallyday	39905	147	51	0 4 7 25 36 37 61	3 5 176 0 0 4 22 6
fonky family	39889	207	22	0 0 0 20 76 51 54	4 3 212 2 0 3 19 7
gilles peterson	39871	275	48	0 0 1 15 79 84 77	5 34 289 13 0 4 32 4
anti dread	39867	77	35	0 0 0 1 4 40 56	2 0 110 0 1 0 2 1
ryoji ikeda	39866	161	21	0 0 0 15 29 45 73	1 36 145 4 2 4 27 11
le mans	39853	110	50	0 0 0 2 20 63 64	0 3 108 2 5 0 32 42
mott the hoople	39846	285	111	0 3 95 68 46 58 74	1 9 253 10 1 6 144 25
nocturnal depression	39845	143	48	0 0 0 1 17 66 71	0 8 162 2 0 7 16 14
the postmarks	39838	160	93	0 0 3 44 61 49 53	0 53 89 3 1 3 109 27
impure wilhelmina	39836	90	13	0 0 0 1 6 18 66	0 0 99 1 0 0 8 4
antoine dufour	39814	232	22	0 1 3 60 56 51 53	1 11 149 7 2 2 78 37
helltrain	39813	163	10	0 0 0 1 12 87 58	4 1 155 4 0 6 6 8
euphoria	39806	195	30	0 0 0 6 75 72 40	2 94 81 8 0 4 51 10
donkey rollers	39804	382	35	0 0 0 1 31 143 198	0 1 373 25 0 0 32 8
illya kuryaki and the valderramas	39798	204	81	0 0 1 5 92 104 60	0 0 18 0 3 0 76 221
brad mehldau trio	39792	295	34	0 1 21 35 50 68 67	0 33 224 3 3 11 64 22
the ruby suns	39790	209	67	0 0 0 4 125 28 67	1 6 144 20 0 1 129 10
klinik	39784	147	37	0 0 1 6 22 65 65	1 0 154 2 0 2 27 13
dirty elegance	39775	164	54	0 0 0 4 60 83 45	1 4 194 0 2 12 18 0
devastations	39774	100	53	0 0 0 2 6 56 66	0 5 122 17 0 7 6 15
jim reeves	39744	196	54	0 2 23 28 35 47 68	3 15 169 5 0 1 85 5
stephen fretwell	39738	196	80	0 1 4 72 34 48 69	4 7 237 5 0 7 35 6
eartha kitt	39731	205	128	1 4 50 96 34 38 57	3 8 247 15 0 18 87 12
betagarri	39723	170	53	0 0 1 3 85 74 38	3 2 214 4 1 1 5 17
roger taylor	39722	122	41	0 0 5 12 23 35 68	2 3 140 2 0 3 14 13
dru hill	39718	187	109	0 0 1 34 102 49 59	5 14 129 4 2 2 156 10
diamond head	39718	260	29	0 0 1 66 76 55 57	2 10 211 2 0 23 37 25
alex lloyd	39700	124	51	0 0 1 8 21 49 64	0 9 53 110 0 1 27 3
one man army	39698	133	18	0 0 0 0 27 39 71	2 2 90 0 1 0 68 3
port blue	39696	88	21	0 0 0 3 28 25 46	0 24 47 1 0 1 45 2
mishima	39694	121	56	0 0 0 2 6 85 63	0 3 182 3 3 0 4 4
my little lover	39687	82	17	0 0 0 4 8 28 50	0 111 5 2 0 0 9 0
billy cobham	39680	372	26	1 1 81 68 49 51 68	0 21 306 7 0 11 67 39
amp fiddler	39680	324	111	0 0 3 34 89 128 61	6 27 332 19 1 17 60 23
akhenaton	39677	215	24	0 0 1 15 76 86 42	7 4 222 3 0 2 23 8
fairuz	39661	208	93	0 0 5 27 95 37 72	41 8 137 9 2 93 50 5
the reign of kindo	39659	105	34	0 0 0 0 7 58 58	0 22 35 3 0 1 62 26
bill nelson	39655	89	10	0 0 2 4 13 23 33	1 10 50 2 0 1 50 0
michael mcdonald	39647	252	49	0 2 29 44 39 47 65	2 26 180 5 0 1 109 16
eleventyseven	39636	104	48	0 0 0 0 12 61 65	0 14 91 2 0 0 46 14
bill fay	39633	138	27	0 0 3 3 11 63 62	1 3 119 6 0 3 55 2
clara nunes	39628	262	135	0 3 51 45 86 86 62	1 9 95 0 1 2 26 308
girls under glass	39627	131	74	0 0 0 14 32 50 68	1 0 173 2 0 2 27 10
proof	39615	169	7	0 0 0 0 3 76 66	1 3 127 8 0 3 46 0
kenny burrell	39610	342	27	0 5 43 77 47 38 69	4 42 258 6 0 14 92 17
the ruins of beverast	39600	163	18	0 0 0 2 31 90 44	3 9 127 5 0 4 40 7
cadence weapon	39599	187	35	0 0 0 4 58 77 47	0 3 122 0 1 0 121 1
bakshish	39597	116	40	0 0 0 0 9 74 59	0 0 163 0 1 0 0 1
break	39595	346	41	0 0 1 4 101 172 62	2 5 361 7 1 0 38 8
buscemi	39583	259	49	0 0 5 66 111 30 63	0 7 296 5 2 6 18 4
nosferatu	39579	212	65	0 0 1 4 123 58 57	3 2 253 5 1 2 33 5
bugy craxone	39577	43	14	0 0 0 0 3 9 41	0 22 23 1 0 1 15 2
number one gun	39575	151	50	0 0 0 1 29 102 49	1 4 48 9 0 0 142 9
los muertos de cristo	39572	149	36	0 0 0 1 36 75 61	0 1 101 1 4 2 28 71
kate walsh	39569	155	104	0 1 4 20 98 35 52	4 35 180 7 0 3 60 11
jeremy soule & julian soule	39562	106	14	0 0 0 0 10 23 79	1 3 92 2 0 0 33 1
ab ovo	39559	115	31	0 0 0 4 21 43 60	0 2 141 0 1 1 20 5
deepest blue	39557	260	76	0 0 1 7 120 125 47	2 18 262 13 1 4 52 17
onelinedrawing	39537	97	46	0 0 0 0 31 15 101	1 4 71 6 0 0 81 2
xavier baumaxa	39530	108	10	0 0 0 1 11 23 60	1 0 122 0 0 0 0 0
june	39529	102	102	0 0 0 0 4 112 59	0 12 79 4 0 2 107 8
the rat pack	39527	89	16	0 0 0 4 7 28 44	0 2 73 4 0 1 36 1
los enemigos	39519	145	22	0 0 0 4 7 68 70	0 1 194 1 1 2 0 1
acoustic ladyland	39508	179	50	0 0 3 20 75 57 41	2 3 215 1 0 7 20 19
blue stone	39507	234	54	0 3 24 39 38 47 71	1 10 186 3 0 15 107 9
lilys	39501	143	31	0 0 2 5 17 66 59	0 14 39 3 1 1 134 12
dustin ohalloran	39484	121	99	0 0 1 7 70 40 50	0 14 137 4 0 6 62 14
brad fiedel	39475	181	11	0 0 1 2 55 63 54	1 9 157 7 1 5 26 8
zita swoon	39474	118	41	0 0 2 15 28 53 52	0 0 166 1 0 4 1 1
sumptuastic	39461	113	70	0 0 0 1 29 55 69	0 1 179 0 3 0 1 0
sugizo	39457	43	70	0 0 0 1 6 27 63	0 20 67 0 0 0 36 7
znouzectnost	39444	70	5	0 0 0 0 4 15 39	0 0 78 0 0 0 0 0
cidade negra	39398	307	93	0 1 1 34 161 90 68	1 3 42 0 0 2 14 363
nico suave	39397	220	33	0 0 0 1 76 67 66	0 1 277 1 1 0 2 1
royal trux	39367	129	40	0 0 1 4 19 66 60	1 10 76 5 0 2 100 9
delirious	39366	173	45	0 0 0 17 78 35 47	2 6 156 9 1 1 46 20
pescado rabioso	39364	230	81	0 1 2 54 131 47 50	1 2 24 0 4 2 39 267
jill sobule	39358	80	55	0 0 2 6 19 34 49	0 4 41 4 0 0 104 1
one minute silence	39357	160	12	0 0 0 1 34 82 45	2 4 152 3 0 7 13 7
kode9 & the spaceape	39354	276	58	0 0 3 31 116 72 56	1 8 308 12 2 4 49 4
june of 44	39352	194	40	0 1 1 4 40 107 55	3 6 164 12 0 1 76 9
repo! the genetic opera	39351	52	69	0 0 0 1 10 51 53	0 0 59 6 1 0 61 3
captain planet	39344	103	22	0 0 0 1 4 53 55	3 4 122 2 1 0 2 2
demilich	39341	212	8	0 0 0 1 40 89 59	2 9 112 17 1 3 79 7
ten masked men	39333	204	19	0 0 0 1 45 93 67	1 4 212 5 1 1 14 1
brainiac	39315	166	33	0 0 0 3 57 69 47	1 4 78 11 0 0 123 8
search the city	39313	103	40	0 0 0 0 3 66 65	0 9 41 12 0 0 84 3
konflikt	39309	114	16	0 0 0 0 13 40 62	0 1 134 1 1 0 0 0
dht	39308	172	86	0 0 0 1 6 130 90	2 6 175 11 0 6 71 11
megadriver	39304	151	5	0 0 0 0 29 43 63	0 0 60 3 0 0 25 77
cocotte minute	39302	85	18	0 0 0 0 5 32 60	1 0 108 0 0 0 0 0
grailknights	39292	145	20	0 0 0 0 29 53 66	0 0 160 3 0 0 6 2
sic alps	39291	181	37	0 0 1 7 90 34 61	2 4 93 9 0 0 149 2
fonseca	39269	233	144	0 0 6 49 154 62 59	0 2 65 0 3 2 90 262
peter lemarc	39261	151	33	0 0 3 8 21 56 58	0 3 205 0 0 0 3 1
pony up!	39259	76	103	0 0 0 1 67 39 64	0 4 97 17 0 2 77 6
b.e.t.h.	39256	105	61	0 0 0 0 3 78 69	0 1 167 3 0 0 1 0
don carlos	39250	353	80	0 3 6 43 115 104 66	7 5 308 2 4 6 77 73
mix master mike	39250	238	18	0 0 0 5 46 95 74	3 7 162 17 1 5 82 12
ive	39248	55	8	0 0 0 0 3 10 50	0 33 37 0 0 0 12 1
unterart	39224	92	48	0 0 0 2 23 37 64	4 3 125 1 0 1 7 11
the candy spooky theater	39221	47	82	0 0 0 0 2 49 70	1 2 91 2 0 0 29 21
uscb allstars	39219	99	23	0 0 0 1 6 27 72	1 2 122 0 0 0 3 1
new years day	39213	66	79	0 0 0 0 1 60 59	1 14 53 4 1 0 53 23
those poor bastards	39211	96	27	0 0 0 3 12 27 65	1 3 56 1 1 2 67 6
yoko ono	39209	105	30	0 0 2 5 12 55 55	0 6 85 2 2 2 42 14
trina	39203	132	97	0 0 0 2 67 54 68	1 10 112 3 0 3 115 2
terrorvision	39195	155	33	0 0 0 15 24 63 66	2 7 197 4 0 1 6 4
texas is the reason	39188	166	41	0 0 0 1 86 68 46	0 5 95 6 0 1 86 34
nach scratch	39186	180	43	0 0 0 2 49 85 69	0 1 150 1 2 0 34 61
giovanni battista pergolesi	39186	206	76	0 6 14 41 43 50 68	2 4 228 3 1 19 55 26
tanghetto	39183	206	90	0 1 15 37 64 47 61	0 7 162 3 2 8 51 100
natalie portman's shaved head	39177	118	57	0 0 0 0 17 82 59	0 3 73 2 0 0 95 22
radio 4	39174	195	54	0 0 0 16 79 65 48	1 15 162 2 2 2 62 33
lack	39169	121	32	0 0 0 2 29 51 59	0 3 154 2 1 0 12 1
frankie j	39160	134	120	0 0 1 2 39 78 91	1 33 96 22 1 3 115 11
emily haines	39152	103	105	0 0 1 2 70 56 48	0 5 82 6 0 2 108 13
barcelona	39150	115	60	0 0 0 2 43 50 55	0 7 57 4 0 2 103 13
edurne	39148	125	32	0 0 0 5 25 55 65	0 2 143 0 3 4 12 10
zoviet france	39144	128	9	0 0 2 8 23 34 58	2 11 89 5 0 1 50 2
old time relijun	39134	155	51	0 0 0 5 70 71 48	2 0 99 2 0 4 124 5
vains of jenna	39129	125	83	0 0 0 1 24 87 77	1 2 149 9 0 1 22 33
the explosion	39123	106	34	0 0 0 1 16 60 50	0 1 81 2 1 0 56 9
bow wow wow	39120	163	151	0 0 2 117 51 45 58	0 15 182 19 1 2 107 37
lovesliescrushing	39118	100	22	0 0 0 2 20 36 60	1 5 46 2 1 1 85 5
bill monroe	39116	180	23	0 0 5 35 21 37 69	1 7 81 3 0 1 134 7
sheek louch	39114	173	3	0 0 0 0 9 67 71	1 1 111 3 0 1 72 1
chapterhouse	39111	210	66	0 0 1 8 68 69 83	0 41 140 8 0 2 97 28
kiln	39089	142	22	0 0 0 1 27 58 55	1 19 86 4 0 0 76 2
the protomen	39086	121	14	0 0 0 0 3 66 61	1 0 29 8 1 1 108 4
the moon and the nightspirit	39077	106	74	0 0 0 1 55 43 60	1 2 157 0 0 11 7 8
jon lajoie	39076	297	50	0 0 0 0 7 133 170	0 0 284 9 1 2 52 20
choro club feat. senoo	39071	69	11	0 0 0 1 5 27 37	0 70 19 3 0 0 15 0
bratze	39068	169	65	0 0 2 3 55 86 45	5 4 239 0 1 4 2 1
consequence	39066	192	29	0 0 0 3 50 68 60	2 15 108 6 2 1 103 1
jonathan davis	39052	130	49	0 0 0 1 9 84 64	0 0 153 5 0 1 12 17
kari peitsamo	39048	82	15	0 0 0 3 9 27 46	0 1 104 0 0 0 1 0
gjallarhorn	39043	123	75	0 0 1 22 44 52 50	0 1 181 4 0 5 25 8
funckarma	39040	184	18	0 0 1 2 35 67 72	1 9 163 6 1 0 56 1
big boys	39035	104	18	0 0 1 6 20 28 55	1 3 46 4 0 0 75 11
sussie 4	39033	208	44	0 0 0 21 58 102 53	0 4 17 0 2 1 232 18
snd	39026	162	25	0 0 0 2 37 46 67	1 38 139 5 1 3 39 5
ondskapt	39025	135	29	0 0 1 2 8 71 55	2 7 135 6 1 4 20 3
alexander kowalski	39024	357	47	0 0 0 4 53 171 112	1 11 392 5 1 5 13 20
a sunny day in glasgow	39018	199	62	0 0 1 5 72 79 50	1 22 125 7 2 2 124 16
grief	39017	178	26	0 0 2 2 29 99 43	0 3 128 6 0 0 72 9
big foot mama	39011	66	30	0 0 0 0 4 38 51	0 0 106 0 0 0 0 0
rosemary clooney	39006	245	159	0 34 75 37 38 58 74	0 18 239 8 0 23 147 23
jfa	39003	142	38	0 0 0 1 42 60 69	0 2 61 3 3 0 119 17
dean dirg	39001	113	19	0 0 0 1 6 33 81	1 0 126 2 0 0 11 4
flipper's guitar	38989	91	35	0 0 0 4 8 30 59	0 114 17 2 0 0 13 3
tachenko	38983	174	105	0 0 0 15 52 110 75	2 6 291 2 0 1 3 7
cecilia bartoli	38966	178	89	0 3 22 33 32 64 59	1 5 186 6 1 13 68 22
big youth	38965	256	36	0 2 14 24 86 47 61	3 6 210 3 3 1 81 20
gilbert & sullivan	38960	69	26	0 0 2 5 8 19 42	0 4 34 13 0 1 52 0
cherry filter	38958	47	48	0 0 0 0 3 25 60	0 13 47 4 1 0 38 5
rocco	38949	437	32	0 0 1 22 125 154 123	2 6 459 8 1 2 24 6
angel dust	38947	159	40	0 0 0 16 49 60 52	0 6 135 3 0 11 29 30
creme de la creme	38930	248	34	0 0 0 3 20 114 86	2 1 291 1 2 1 3 1
mymp	38930	81	73	0 0 2 3 19 51 63	2 93 13 9 0 2 46 2
renato zero	38916	217	90	0 1 30 64 40 50 64	0 1 318 1 0 0 6 4
the mayan factor	38916	104	29	0 0 0 2 29 18 67	2 4 106 1 0 6 18 9
stonegard	38911	128	21	0 0 0 0 19 55 63	0 0 154 1 0 0 4 2
hypnogaja	38908	175	82	0 0 0 1 28 129 84	2 2 148 3 0 103 9 7
chris bathgate	38908	64	46	0 0 0 1 9 33 51	0 2 43 2 0 0 78 0
mormon tabernacle choir	38907	97	26	0 0 2 5 12 24 47	1 1 31 4 0 1 91 5
troublemakers	38898	233	40	0 0 2 34 37 78 70	1 8 251 2 0 8 31 5
mock orange	38898	132	17	0 0 0 2 7 67 51	0 16 30 2 0 1 108 4
houba	38897	83	7	0 0 0 0 1 28 58	1 0 93 0 1 0 0 1
atif aslam	38894	230	40	0 0 0 2 68 108 52	3 163 44 9 0 3 68 0
jean-michel bernard	38886	59	90	0 0 0 3 9 61 59	0 11 77 5 0 5 52 10
bunbury & vegas	38885	147	76	0 0 0 0 73 79 40	0 0 144 0 0 1 56 36
swirlies	38880	128	19	0 0 0 0 31 27 66	0 6 41 5 1 0 107 4
la barranca	38862	109	33	0 0 1 3 8 48 65	0 0 8 0 1 0 139 8
right away, great captain!	38853	53	38	0 0 0 0 6 24 48	0 0 20 1 1 0 74 1
tanya donelly	38852	118	29	0 0 1 4 27 40 52	1 3 91 7 0 1 57 1
sharleen spiteri	38847	168	84	0 0 3 19 57 66 59	2 6 230 4 1 3 22 10
page & plant	38843	280	76	0 1 9 113 64 44 59	5 12 222 8 0 23 70 41
let 3	38843	143	47	0 0 1 4 31 69 68	1 1 197 0 1 0 4 0
rockettothesky	38837	104	82	0 0 1 4 45 71 44	0 3 183 1 0 0 12 2
bosques de mi mente	38821	175	74	0 0 0 15 82 66 51	2 19 159 4 0 10 55 38
baby woodrose	38821	139	24	0 0 0 5 31 64 48	2 3 156 2 0 1 15 3
libido airbag	38813	107	18	0 0 0 2 5 28 72	0 6 109 0 0 3 9 8
thunderball	38809	398	106	0 1 26 66 123 97 61	4 12 372 8 4 12 145 21
the rutles	38804	148	47	0 0 3 32 22 35 69	0 9 117 6 3 2 62 23
ammoncontact	38778	239	29	0 0 2 15 18 114 58	1 21 195 13 1 5 53 6
technoboy	38777	435	41	0 0 0 1 76 128 229	0 1 440 20 0 0 30 17
fleshcrawl	38777	155	11	0 0 0 2 43 42 57	1 3 142 2 0 5 18 6
tri yann	38773	159	54	0 1 4 11 47 50 59	1 1 225 1 0 1 7 5
calyx & teebee	38771	255	27	0 0 0 4 115 64 63	0 4 264 12 0 0 17 3
bandits of the acoustic revolution	38770	171	25	0 0 0 0 3 98 77	1 0 85 3 1 0 119 7
le sport	38764	169	89	0 0 0 5 135 33 74	0 8 228 4 1 1 43 25
monster movie	38761	97	35	0 0 0 2 17 33 60	0 34 45 5 0 0 49 13
aco	38759	89	50	0 0 0 1 6 74 45	0 121 24 0 1 2 19 2
ital tek	38757	285	59	0 0 3 6 104 113 66	4 7 325 9 0 6 44 0
buffalo daughter	38755	117	36	0 0 0 4 11 46 64	0 69 46 8 0 2 57 10
leigh nash	38754	150	75	0 0 1 5 60 74 52	3 22 96 4 0 4 84 35
mephisto walz	38746	129	97	0 0 0 13 97 33 47	4 1 169 6 0 0 51 21
the five corners quintet	38729	210	42	0 0 3 21 65 39 68	0 54 213 3 0 5 13 7
candi staton	38725	207	75	0 1 18 32 72 53 60	1 9 270 3 0 1 44 10
paul stanley	38721	209	39	0 0 1 10 72 55 75	1 3 183 7 2 4 30 36
divinefire	38713	140	8	0 0 0 1 34 42 62	0 7 79 1 1 2 24 45
end of you	38707	95	82	0 0 0 4 48 36 64	0 2 150 1 1 1 16 16
aoki takamasa	38701	151	40	0 1 2 4 11 88 65	2 95 115 1 1 7 24 3
tan dun	38674	145	57	0 0 2 5 45 52 63	1 6 157 7 0 6 31 9
cast	38664	190	91	0 0 1 49 63 52 67	1 18 198 9 0 2 70 16
jeanette	38663	180	86	0 0 1 36 97 43 60	2 3 209 4 3 4 43 31
data	38659	346	56	0 0 1 18 146 95 60	1 7 303 12 2 6 93 21
all gone dead	38659	119	146	0 0 0 1 82 76 77	1 2 232 2 2 1 30 21
konkwista 88	38643	107	23	0 0 0 1 2 45 64	1 2 133 0 0 0 2 1
pacific!	38640	196	69	0 0 1 4 75 91 49	0 27 199 4 0 2 49 25
richard pryor	38633	197	12	0 0 2 30 25 68 58	3 11 69 7 3 2 143 3
efdemin	38628	373	73	0 1 2 5 61 142 165	0 21 410 12 3 14 47 8
carl perkins	38623	388	108	2 87 44 79 51 65 66	2 8 365 15 0 15 117 40
guy clark	38616	215	44	0 5 11 27 37 49 71	2 7 135 8 0 0 139 3
sotte bosse	38611	82	25	0 0 0 2 7 33 55	0 137 6 2 0 0 3 3
s.s.h.	38605	74	6	0 0 0 0 2 18 56	0 16 40 0 0 0 30 5
walter moers	38605	73	21	0 0 0 1 5 16 56	0 1 104 1 0 0 1 0
